price,amount,side
83.394,2.7,ask
83.385,4.725,ask
83.384,7.554107,ask
83.373,120.034276,ask
83.37,4.725,ask
83.356,33.693642,ask
83.353,2.025,ask
83.344,2.7,ask
83.337,2.025,ask
83.336,0.10575,ask
83.335,2.7,ask
83.328,2.025,ask
83.323,1.224744,ask
83.322,30.008569,ask
83.315,4.725,ask
83.314,2.025,bid
83.313,2.7,bid
83.312,1.328102,bid
83.307,30.008569,bid
83.304,1.568353,bid
83.302,2.7,bid
83.297,45.978533,bid
83.293,2.7,bid
83.29,0.1269,bid
83.288,2.025,bid
83.285,9.92935,bid
83.284,2.7,bid
83.28,2.025,bid
83.275,2.7,bid
83.273,40.768,bid
83.271,2.025,bid
83.27,30.993642,bid
83.267,0.0846,bid
83.266,2.7,bid
83.262,2.025,bid
83.257,2.7,bid
83.255,120.034276,bid
83.253,2.025,bid
83.248,83.516002,bid
83.244,2.025,bid
83.239,2.7,bid
83.235,2.025,bid
83.23,2.7,bid
83.226,2.025,bid
83.221,2.7,bid
83.217,2.025,bid
83.212,2.7,bid
83.209,27.123175,bid
83.208,2.025,bid
83.207,34.653892,bid
83.203,2.7,bid
83.201,55.861866,bid
83.199,2.025,bid
83.194,2.7,bid
83.19,2.025,bid
83.185,2.7,bid
83.182,4.078,bid
83.181,2.025,bid
83.176,2.7,bid
83.172,2.025,bid
83.167,2.7,bid
83.166,30.993642,bid
83.163,2.025,bid
83.158,2.7,bid
83.154,2.025,bid
83.545,0.038516,ask
83.542,2.025,ask
83.538,2.7,ask
83.535,79.873494,ask
83.533,2.025,ask
83.529,2.7,ask
83.524,2.025,ask
83.52,2.7,ask
83.519,876.398752,ask
83.515,2.025,ask
83.508,2.7,ask
83.501,1.289482,ask
83.499,2.103,ask
83.498,126.734808,ask
83.489,4.725,ask
83.485,120.062724,ask
83.476,4.725,ask
83.469,4.08,ask
83.462,4.725,ask
83.453,2.7,ask
83.447,2.025,ask
83.442,2.7,ask
83.431,42.784,ask
83.422,4.725,ask
83.415,31.008702,ask
83.414,4.725,ask
83.41,40.799,ask
83.408,81.665894,ask
83.405,4.725,ask
83.396,2.025,ask
83.394,2.7,ask
83.385,4.725,ask
83.37,4.725,ask
83.364,7.67641,ask
83.356,2.7,ask
83.353,2.025,ask
83.343,2.7,ask
83.341,150.078404,ask
83.34,4.025,ask
83.339,2.0,ask
83.337,31.008702,ask
83.336,4.0,ask
83.335,2.0,ask
83.326,2.025,ask
83.321,2.7,ask
83.312,0.10575,ask
83.308,4.725,ask
83.299,1.323375,ask
83.29,2.7,ask
83.289,2.025,ask
83.288,4.023713,bid
83.28,2.025,bid
83.277,2.7,bid
83.272,1.569115,bid
83.271,2.025,bid
83.266,2.8269,bid
83.262,2.025,bid
83.257,2.7,bid
83.253,2.025,bid
83.252,40.804,bid
83.248,2.7,bid
83.244,2.025,bid
83.243,0.0846,bid
83.242,31.008702,bid
83.239,2.7,bid
83.235,2.025,bid
83.23,2.7,bid
83.226,42.786,bid
83.223,150.078404,bid
83.221,2.7,bid
83.217,2.025,bid
83.215,80.816002,bid
83.212,2.7,bid
83.209,3.204918,bid
83.208,2.025,bid
83.203,2.7,bid
83.199,2.025,bid
83.194,2.7,bid
83.19,2.025,bid
83.185,2.7,bid
83.181,2.025,bid
83.178,36.535887,bid
83.176,2.7,bid
83.172,2.025,bid
83.167,2.7,bid
83.166,31.008702,bid
83.164,4.08,bid
83.163,2.025,bid
83.158,2.7,bid
83.154,2.025,bid
83.149,2.7,bid
83.145,2.025,bid
83.14,2.7,bid
83.136,2.025,bid
83.131,2.7,bid
83.127,2.025,bid
83.122,2.7,bid
83.118,2.025,bid
83.113,2.7,bid
83.109,2.025,bid
83.52,2.7,ask
83.515,2.025,ask
83.508,2.7,ask
83.501,1.289482,ask
83.499,2.103,ask
83.498,2.7,ask
83.489,4.725,ask
83.476,4.725,ask
83.462,4.725,ask
83.453,2.7,ask
83.447,2.025,ask
83.442,2.7,ask
83.44,4.082,ask
83.434,876.841929,ask
83.431,4.725,ask
83.422,4.725,ask
83.415,124.159764,ask
83.414,4.725,ask
83.409,120.170277,ask
83.405,4.725,ask
83.396,2.025,ask
83.394,2.7,ask
83.385,45.532,ask
83.37,4.725,ask
83.364,7.67641,ask
83.356,2.7,ask
83.353,2.025,ask
83.352,40.78,ask
83.343,2.7,ask
83.34,2.025,ask
83.338,81.665894,ask
83.332,31.039941,ask
83.33,2.7,ask
83.326,2.025,ask
83.321,2.7,ask
83.317,2.025,ask
83.308,4.725,ask
83.297,2.025,ask
83.296,2.7,ask
83.286,2.025,ask
83.278,2.7,ask
83.276,2.025,ask
83.274,150.212847,ask
83.269,2.7,ask
83.262,31.039941,ask
83.258,0.10575,ask
83.257,2.025,ask
83.238,1.303904,ask
83.236,2.7,ask
83.234,2.025,ask
83.233,4.725,bid
83.225,3.987166,bid
83.217,2.025,bid
83.212,2.8269,bid
83.209,3.204918,bid
83.208,2.025,bid
83.205,1.570696,bid
83.203,2.7,bid
83.199,2.025,bid
83.194,2.7,bid
83.193,40.82,bid
83.19,2.025,bid
83.189,0.0846,bid
83.185,2.7,bid
83.181,2.025,bid
83.176,2.7,bid
83.173,31.039941,bid
83.172,2.025,bid
83.167,2.7,bid
83.163,2.025,bid
83.158,2.7,bid
83.154,193.020847,bid
83.149,2.7,bid
83.145,2.025,bid
83.142,80.816002,bid
83.14,2.7,bid
83.136,2.025,bid
83.131,2.7,bid
83.127,2.025,bid
83.122,2.7,bid
83.118,2.025,bid
83.113,2.7,bid
83.109,2.025,bid
83.104,2.7,bid
83.102,4.082,bid
83.1,2.025,bid
83.095,2.7,bid
83.091,2.025,bid
83.089,83.796072,bid
83.086,2.7,bid
83.083,31.039941,bid
83.082,2.025,bid
83.077,2.7,bid
83.073,2.025,bid
83.068,2.7,bid
83.067,81.240948,bid
83.064,2.025,bid
83.059,2.7,bid
83.055,2.025,bid
83.051,60.0,bid
83.501,1.289482,ask
83.499,2.103,ask
83.498,2.7,ask
83.492,82.646539,ask
83.489,4.725,ask
83.476,4.725,ask
83.462,4.725,ask
83.46,877.081256,ask
83.453,2.7,ask
83.447,2.025,ask
83.442,2.7,ask
83.437,120.136657,ask
83.431,4.725,ask
83.422,4.725,ask
83.42,4.083,ask
83.416,79.873494,ask
83.415,124.261856,ask
83.414,4.725,ask
83.405,4.725,ask
83.396,2.025,ask
83.394,2.7,ask
83.385,4.725,ask
83.37,4.725,ask
83.364,7.67641,ask
83.356,2.7,ask
83.353,2.025,ask
83.352,40.78,ask
83.347,122.502894,ask
83.343,2.7,ask
83.34,2.025,ask
83.332,31.065464,ask
83.33,2.7,ask
83.326,2.025,ask
83.321,2.7,ask
83.317,2.025,ask
83.308,4.725,ask
83.297,2.025,ask
83.296,2.7,ask
83.293,120.136656,ask
83.286,4.725,ask
83.279,31.065464,ask
83.277,4.725,ask
83.264,2.7,ask
83.263,2.025,ask
83.254,0.10575,ask
83.25,2.7,ask
83.244,1.301305,ask
83.241,30.034164,ask
83.24,2.025,ask
83.239,4.725,ask
83.238,2.025,bid
83.233,1.235463,bid
83.227,1.571987,bid
83.226,32.059164,bid
83.224,2.7,bid
83.214,2.025,bid
83.213,2.7,bid
83.208,0.1269,bid
83.205,2.025,bid
83.204,2.7,bid
83.196,2.025,bid
83.195,2.7,bid
83.191,31.065464,bid
83.185,43.5746,bid
83.183,40.826,bid
83.181,2.025,bid
83.176,2.7,bid
83.175,120.136656,bid
83.172,82.841002,bid
83.167,2.7,bid
83.163,2.025,bid
83.159,5.041491,bid
83.158,2.7,bid
83.154,2.025,bid
83.149,2.7,bid
83.145,2.025,bid
83.14,2.7,bid
83.136,2.025,bid
83.131,2.7,bid
83.127,2.025,bid
83.122,2.7,bid
83.118,2.025,bid
83.113,2.7,bid
83.109,2.025,bid
83.105,4.083,bid
83.104,2.7,bid
83.1,2.025,bid
83.095,2.7,bid
83.091,2.025,bid
83.086,2.7,bid
83.083,31.065464,bid
83.082,2.025,bid
83.077,2.7,bid
83.073,83.265948,bid
83.068,2.7,bid
83.064,2.025,bid
83.059,2.7,bid
83.055,2.025,bid
83.05,2.7,bid
83.046,2.025,bid
83.545,0.038516,ask
83.542,2.025,ask
83.538,2.7,ask
83.533,2.025,ask
83.529,2.7,ask
83.528,876.991572,ask
83.525,81.932847,ask
83.524,2.025,ask
83.52,2.7,ask
83.515,2.025,ask
83.508,2.7,ask
83.501,1.289482,ask
83.499,2.103,ask
83.498,157.913465,ask
83.495,120.04841,ask
83.492,82.646539,ask
83.49,6.647634,ask
83.489,4.725,ask
83.482,4.08,ask
83.476,4.725,ask
83.469,79.873494,ask
83.462,4.725,ask
83.453,2.7,ask
83.447,2.025,ask
83.442,2.7,ask
83.433,40.817,ask
83.431,4.725,ask
83.422,4.725,ask
83.415,71.817933,ask
83.414,4.725,ask
83.411,81.665894,ask
83.405,4.725,ask
83.396,2.025,ask
83.394,2.7,ask
83.385,4.725,ask
83.37,4.725,ask
83.364,7.67641,ask
83.356,2.7,ask
83.353,2.025,ask
83.352,6.0,ask
83.351,2.0,ask
83.347,150.065858,ask
83.336,2.025,ask
83.334,31.009933,ask
83.327,4.725,ask
83.325,0.10575,ask
83.313,1.276027,ask
83.312,2.7,ask
83.311,2.025,ask
83.303,2.7,ask
83.302,2.025,bid
83.3,4.725,bid
83.299,4.725,bid
83.297,2.7,bid
83.293,1.339868,bid
83.285,2.025,bid
83.284,2.7,bid
83.28,1.569177,bid
83.279,0.1269,bid
83.276,2.025,bid
83.275,2.7,bid
83.266,4.725,bid
83.257,4.725,bid
83.256,0.0846,bid
83.249,31.009933,bid
83.248,4.725,bid
83.239,4.725,bid
83.23,2.025,bid
83.229,150.065858,bid
83.227,2.7,bid
83.224,80.816002,bid
83.223,40.822,bid
83.219,2.025,bid
83.217,2.7,bid
83.205,2.025,bid
83.204,2.7,bid
83.196,2.025,bid
83.195,38.599249,bid
83.19,4.821722,bid
83.188,0.741902,bid
83.185,43.49,bid
83.181,2.025,bid
83.179,10.265156,bid
83.176,2.7,bid
83.172,2.025,bid
83.167,2.7,bid
83.166,31.009933,bid
83.163,2.025,bid
83.159,5.041491,bid
83.158,2.7,bid
83.154,2.025,bid
83.149,2.7,bid
83.145,2.025,bid
83.14,2.7,bid
83.136,2.025,bid
83.131,2.7,bid
83.127,2.025,bid
83.122,2.7,bid
83.118,2.025,bid
83.113,2.7,bid
83.56,2.025,ask
83.556,2.7,ask
83.551,2.025,ask
83.547,2.7,ask
83.545,0.038516,ask
83.542,2.025,ask
83.538,2.7,ask
83.533,2.025,ask
83.529,2.7,ask
83.525,81.932847,ask
83.524,2.025,ask
83.521,876.833459,ask
83.52,2.7,ask
83.515,2.025,ask
83.508,2.7,ask
83.505,120.058952,ask
83.501,1.289482,ask
83.499,2.103,ask
83.498,126.755116,ask
83.492,82.646539,ask
83.49,6.647634,ask
83.489,4.725,ask
83.476,4.725,ask
83.473,4.081,ask
83.469,79.873494,ask
83.462,4.725,ask
83.453,2.7,ask
83.447,2.025,ask
83.442,2.7,ask
83.431,4.725,ask
83.422,4.725,ask
83.418,81.665894,ask
83.415,71.821779,ask
83.414,4.725,ask
83.405,4.725,ask
83.401,40.803,ask
83.396,2.025,ask
83.394,2.7,ask
83.385,4.725,ask
83.372,150.039973,ask
83.37,4.725,ask
83.369,2.0,ask
83.368,8.30334,ask
83.356,2.7,ask
83.353,2.025,ask
83.35,31.013779,ask
83.348,0.10575,ask
83.339,4.725,ask
83.323,6.0225,ask
83.321,4.725,ask
83.32,2.025,bid
83.318,2.7,bid
83.312,6.014815,bid
83.304,1.569372,bid
83.303,2.7,bid
83.302,0.1269,bid
83.296,2.025,bid
83.293,2.7,bid
83.283,2.025,bid
83.281,2.7,bid
83.279,0.0846,bid
83.274,31.013779,bid
83.271,2.025,bid
83.27,2.7,bid
83.257,4.725,bid
83.252,230.855975,bid
83.248,4.725,bid
83.239,4.725,bid
83.235,40.81,bid
83.23,2.025,bid
83.227,2.7,bid
83.219,2.025,bid
83.217,2.7,bid
83.205,2.025,bid
83.204,2.7,bid
83.196,2.025,bid
83.195,2.7,bid
83.185,43.49,bid
83.181,2.025,bid
83.176,2.7,bid
83.172,2.025,bid
83.167,2.7,bid
83.166,31.013779,bid
83.163,2.025,bid
83.159,5.041491,bid
83.158,2.7,bid
83.154,2.025,bid
83.149,6.781,bid
83.145,2.025,bid
83.14,2.7,bid
83.139,10.023799,bid
83.136,2.025,bid
83.131,2.7,bid
83.127,2.025,bid
83.122,2.7,bid
83.118,2.025,bid
83.113,2.7,bid
83.109,2.025,bid
83.108,60.0,bid
83.104,2.7,bid
83.596,2.025,ask
83.592,2.7,ask
83.587,2.025,ask
83.583,2.7,ask
83.581,123.87808,ask
83.578,2.025,ask
83.574,2.7,ask
83.569,2.025,ask
83.565,2.7,ask
83.56,2.025,ask
83.556,2.7,ask
83.555,82.646539,ask
83.551,877.875564,ask
83.55,127.557723,ask
83.547,2.7,ask
83.545,0.038516,ask
83.542,2.025,ask
83.538,2.7,ask
83.533,2.025,ask
83.529,2.7,ask
83.527,4.078,ask
83.524,2.025,ask
83.52,2.7,ask
83.515,2.025,ask
83.513,79.873494,ask
83.508,2.7,ask
83.501,1.289482,ask
83.499,2.103,ask
83.498,33.66952,ask
83.489,4.725,ask
83.476,4.725,ask
83.462,4.725,ask
83.457,40.786,ask
83.453,2.7,ask
83.447,2.025,ask
83.442,2.7,ask
83.431,4.725,ask
83.428,81.665894,ask
83.422,4.725,ask
83.416,149.962326,ask
83.414,4.725,ask
83.402,43.494,ask
83.398,2.025,ask
83.389,30.96952,ask
83.388,4.725,ask
83.379,4.725,ask
83.374,7.926891,ask
83.368,4.725,ask
83.362,1.234107,ask
83.359,0.070177,ask
83.358,4.725,bid
83.351,1.24006,bid
83.349,1.567132,bid
83.347,2.7,bid
83.341,2.025,bid
83.334,2.7,bid
83.331,2.025,bid
83.325,2.7,bid
83.318,2.025,bid
83.315,2.0,bid
83.314,0.1269,bid
83.313,2.7,bid
83.303,30.96952,bid
83.302,4.725,bid
83.295,149.962326,bid
83.293,2.025,bid
83.291,2.7846,bid
83.283,2.025,bid
83.282,80.816002,bid
83.281,2.7,bid
83.272,40.792,bid
83.271,2.025,bid
83.27,2.7,bid
83.257,4.725,bid
83.249,30.96952,bid
83.248,4.725,bid
83.239,4.725,bid
83.23,42.807,bid
83.227,2.7,bid
83.219,2.025,bid
83.217,2.7,bid
83.205,2.025,bid
83.204,2.7,bid
83.196,2.025,bid
83.195,2.7,bid
83.189,4.079,bid
83.185,2.7,bid
83.181,2.025,bid
83.176,2.7,bid
83.172,2.025,bid
83.167,2.7,bid
83.166,123.87808,bid
83.163,2.025,bid
83.159,5.041491,bid
83.158,2.7,bid
83.154,2.025,bid
83.149,2.7,bid
83.145,2.025,bid
83.142,119.996626,bid
83.14,2.7,bid
83.664,126.519668,ask
83.659,2.025,ask
83.655,2.7,ask
83.65,9.703239,ask
83.646,2.7,ask
83.641,2.025,ask
83.637,2.7,ask
83.636,79.873494,ask
83.632,2.025,ask
83.628,2.7,ask
83.623,2.025,ask
83.619,2.7,ask
83.614,2.025,ask
83.61,2.7,ask
83.605,2.025,ask
83.601,2.7,ask
83.598,40.764,ask
83.596,2.025,ask
83.592,2.7,ask
83.587,2.025,ask
83.583,2.7,ask
83.581,30.954917,ask
83.578,2.025,ask
83.574,2.7,ask
83.569,2.025,ask
83.565,2.7,ask
83.56,2.025,ask
83.557,81.665894,ask
83.556,2.7,ask
83.555,7.537693,ask
83.551,2.025,ask
83.547,2.7,ask
83.545,0.038516,ask
83.542,2.025,ask
83.538,2.7,ask
83.533,2.025,ask
83.53,40.734,ask
83.529,2.7,ask
83.524,2.025,ask
83.52,2.7,ask
83.515,2.025,ask
83.508,2.7,ask
83.507,149.767654,ask
83.506,30.954917,ask
83.501,1.289482,ask
83.499,0.078,ask
83.49,4.725,ask
83.479,4.725,ask
83.473,1.244113,ask
83.471,4.725,ask
83.457,1.26251,bid
83.438,4.725,bid
83.436,1.566393,bid
83.43,2.7,bid
83.424,2.025,bid
83.42,0.10575,bid
83.418,13.8068,bid
83.417,30.954917,bid
83.416,4.725,bid
83.408,4.725,bid
83.4,4.725,bid
83.392,4.725,bid
83.389,149.767654,bid
83.383,82.841002,bid
83.382,2.7,bid
83.377,0.0705,bid
83.373,40.764,bid
83.372,2.025,bid
83.37,2.7,bid
83.361,4.725,bid
83.346,4.725,bid
83.345,4.074,bid
83.336,4.725,bid
83.332,30.954917,bid
83.327,4.725,bid
83.318,40.772,bid
83.314,2.025,bid
83.313,2.7,bid
83.302,4.725,bid
83.293,2.025,bid
83.291,2.7,bid
83.283,2.025,bid
83.281,2.7,bid
83.271,2.025,bid
83.27,2.7,bid
83.258,119.79619,bid
83.257,4.725,bid
83.249,999.446875,bid
83.248,4.725,bid
83.239,4.725,bid
83.23,2.025,bid
83.227,2.7,bid
83.219,2.025,bid
83.217,2.7,bid
83.21,2.025,bid
83.204,2.7,bid
83.201,2.025,bid
83.195,2.7,bid
83.192,2.025,bid
83.186,2.7,bid
83.583,878.459277,ask
83.581,123.888188,ask
83.578,2.025,ask
83.577,82.646539,ask
83.574,2.7,ask
83.569,2.025,ask
83.565,2.7,ask
83.56,2.025,ask
83.556,2.7,ask
83.551,2.025,ask
83.547,2.7,ask
83.545,0.038516,ask
83.542,2.025,ask
83.538,2.7,ask
83.535,79.873494,ask
83.533,2.025,ask
83.532,119.983552,ask
83.529,2.7,ask
83.524,2.025,ask
83.52,2.7,ask
83.508,8.803,ask
83.501,1.289482,ask
83.499,0.078,ask
83.498,30.972047,ask
83.491,4.725,ask
83.48,2.7,ask
83.479,40.77,ask
83.475,2.025,ask
83.467,2.7,ask
83.458,4.725,ask
83.45,4.725,ask
83.449,81.665894,ask
83.437,2.7,ask
83.436,2.025,ask
83.431,40.772,ask
83.428,2.7,ask
83.427,2.025,ask
83.414,2.7,ask
83.411,2.025,ask
83.401,149.979439,ask
83.397,2.7,ask
83.396,2.025,ask
83.386,30.972047,ask
83.383,4.725,ask
83.382,24.878976,ask
83.369,2.7,ask
83.366,2.025,ask
83.353,1.236857,ask
83.35,2.7,ask
83.349,2.025,ask
83.348,4.725,bid
83.347,4.725,bid
83.342,1.257536,bid
83.333,2.025,bid
83.332,2.7,bid
83.33,0.10575,bid
83.328,1.56726,bid
83.324,2.025,bid
83.322,2.7,bid
83.314,2.025,bid
83.313,2.7,bid
83.308,0.0705,bid
83.302,4.725,bid
83.298,30.972047,bid
83.293,2.025,bid
83.291,2.7,bid
83.283,2.025,bid
83.281,2.7,bid
83.28,149.97918,bid
83.271,2.025,bid
83.27,2.7,bid
83.262,82.841002,bid
83.257,43.483,bid
83.253,2.025,bid
83.249,30.972047,bid
83.248,2.7,bid
83.247,40.715,bid
83.246,2.06359,bid
83.244,2.025,bid
83.242,117.140705,bid
83.241,2.192394,bid
83.239,2.7,bid
83.238,60.0,bid
83.235,2.025,bid
83.23,2.7,bid
83.226,2.025,bid
83.221,2.7,bid
83.217,2.025,bid
83.212,2.7,bid
83.209,6.016651,bid
83.208,2.025,bid
83.203,2.7,bid
83.199,2.025,bid
83.197,4.078,bid
83.194,2.7,bid
83.19,2.025,bid
83.185,2.7,bid
83.181,2.025,bid
83.176,2.7,bid
83.172,2.025,bid
83.605,877.258517,ask
83.601,2.7,ask
83.596,2.025,ask
83.592,2.7,ask
83.589,119.924547,ask
83.587,2.025,ask
83.583,2.7,ask
83.581,123.768184,ask
83.578,2.025,ask
83.577,82.646539,ask
83.574,2.7,ask
83.57,4.076,ask
83.569,2.025,ask
83.565,2.7,ask
83.56,2.025,ask
83.556,2.7,ask
83.551,2.025,ask
83.547,2.7,ask
83.545,0.038516,ask
83.542,2.025,ask
83.538,2.7,ask
83.535,79.873494,ask
83.533,2.025,ask
83.529,2.7,ask
83.524,2.025,ask
83.52,2.7,ask
83.508,4.725,ask
83.501,1.289482,ask
83.499,0.078,ask
83.498,30.942046,ask
83.491,4.725,ask
83.485,40.774,ask
83.48,2.7,ask
83.479,40.77,ask
83.478,81.665894,ask
83.475,2.025,ask
83.467,2.7,ask
83.458,4.725,ask
83.454,119.907108,ask
83.45,4.725,ask
83.437,2.7,ask
83.436,2.025,ask
83.435,10.433357,ask
83.428,2.7,ask
83.427,2.025,ask
83.426,30.942046,ask
83.418,4.725,ask
83.41,1.33957,ask
83.405,2.025,ask
83.403,32.677289,ask
83.402,4.725,bid
83.399,1.32642,bid
83.388,32.002289,bid
83.387,2.7,bid
83.382,1.565742,bid
83.379,2.025,bid
83.378,2.80575,bid
83.369,4.725,bid
83.36,2.7,bid
83.359,2.025,bid
83.355,0.0705,bid
83.35,33.642046,bid
83.342,2.025,bid
83.341,2.7,bid
83.334,119.929087,bid
83.333,2.025,bid
83.331,2.7,bid
83.324,42.785,bid
83.322,2.7,bid
83.319,40.767,bid
83.315,80.816002,bid
83.314,2.025,bid
83.313,2.7,bid
83.302,4.725,bid
83.293,2.025,bid
83.291,2.7,bid
83.283,2.025,bid
83.281,2.7,bid
83.271,2.025,bid
83.27,2.7,bid
83.262,2.025,bid
83.257,2.7,bid
83.253,2.025,bid
83.249,30.942046,bid
83.248,2.7,bid
83.244,2.025,bid
83.24,4.076,bid
83.239,2.7,bid
83.235,2.025,bid
83.23,2.7,bid
83.226,2.025,bid
83.221,2.7,bid
83.217,2.025,bid
83.212,2.7,bid
83.209,6.016651,bid
83.208,2.025,bid
83.203,2.7,bid
83.199,2.025,bid
83.194,2.7,bid
83.19,2.025,bid
84.088,2.7,ask
84.086,2.025,ask
84.084,45.416254,ask
84.081,81.159228,ask
84.08,0.00897,ask
84.079,2.7,ask
84.077,2.025,ask
84.07,2.7,ask
84.068,2.025,ask
84.061,2.7,ask
84.059,2.025,ask
84.058,9.793294,ask
84.052,2.7,ask
84.05,2.025,ask
84.043,2.7,ask
84.042,73.674952,ask
84.041,2.025,ask
84.034,2.7,ask
84.032,2.025,ask
84.028,4.055,ask
84.025,2.7,ask
84.023,2.025,ask
84.016,2.7,ask
84.014,2.025,ask
84.007,2.7,ask
84.005,2.025,ask
84.002,40.534,ask
83.998,2.7,ask
83.996,2.025,ask
83.992,79.824462,ask
83.991,7.324896,ask
83.989,2.7,ask
83.987,2.025,ask
83.98,121.885966,ask
83.979,40.53,ask
83.978,2.025,ask
83.977,30.527432,ask
83.971,33.227432,ask
83.969,83.135196,ask
83.962,2.7,ask
83.96,2.025,ask
83.956,45.416254,ask
83.953,2.7,ask
83.951,2.025,ask
83.944,2.7,ask
83.943,37.895441,ask
83.942,2.025,ask
83.935,1.238286,ask
83.932,29.7904,ask
83.93,1.582309,ask
83.929,2.025,bid
83.924,1.217415,bid
83.92,2.7,bid
83.916,29.7904,bid
83.914,2.270813,bid
83.912,4.725,bid
83.904,4.725,bid
83.896,4.725,bid
83.882,2.025,bid
83.876,45.416254,bid
83.875,0.10575,bid
83.873,2.7,bid
83.866,2.025,bid
83.862,2.7,bid
83.861,119.185966,bid
83.857,31.982709,bid
83.854,2.025,bid
83.851,31.982709,bid
83.848,0.0705,bid
83.845,4.725,bid
83.834,2.025,bid
83.832,45.416254,bid
83.829,2.7,bid
83.815,2.025,bid
83.813,2.7,bid
83.807,40.546,bid
83.804,2.7,bid
83.802,2.025,bid
83.791,43.262,bid
83.79,2.025,bid
83.779,2.7,bid
83.775,2.025,bid
83.77,2.7,bid
83.76,4.725,bid
83.751,4.725,bid
83.748,181.665016,bid
83.742,8.778,bid
83.733,2.025,bid
83.725,2.7,bid
83.724,2.025,bid
83.716,2.7,bid
83.715,2.025,bid
83.707,2.7,bid
83.705,119.185966,bid
83.698,2.025,bid
83.697,2.7,bid
83.688,4.725,bid
83.683,56.964437,bid
83.679,2.7,bid
83.677,2.025,bid
83.09,2.025,ask
83.08,2.7,ask
83.072,2.025,ask
83.071,2.7,ask
83.063,2.025,ask
83.062,2.7,ask
83.056,79.824462,ask
83.053,2.025,ask
83.051,2.7,ask
83.041,2.025,ask
83.033,2.7,ask
83.03,2.025,ask
83.024,881.373646,ask
83.018,2.7,ask
83.015,2.025,ask
83.002,4.725,ask
83.0,183.9876,ask
82.994,120.735002,ask
82.989,4.725,ask
82.98,2.7,ask
82.975,4.105,ask
82.974,2.025,ask
82.969,2.7,ask
82.96,2.025,ask
82.956,2.7,ask
82.951,2.025,ask
82.939,2.7,ask
82.938,2.025,ask
82.929,4.725,ask
82.918,67.309709,ask
82.917,45.9969,ask
82.915,4.725,ask
82.913,41.057,ask
82.906,41.003,ask
82.898,4.725,ask
82.883,4.725,ask
82.882,81.110196,ask
82.878,0.0846,ask
82.874,4.725,ask
82.864,123.470667,ask
82.86,2.025,ask
82.851,2.7,ask
82.848,82.22444,ask
82.846,36.225733,ask
82.844,0.1269,ask
82.84,1.034742,ask
82.836,2.025,ask
82.835,2.7,ask
82.813,30.192667,ask
82.812,1.256694,ask
82.811,4.725,bid
82.81,1.605,bid
82.801,5.964817,bid
82.798,32.464803,bid
82.792,4.725,bid
82.783,4.725,bid
82.776,0.1269,bid
82.774,4.725,bid
82.772,36.226539,bid
82.768,36.225733,bid
82.765,4.725,bid
82.757,7.900757,bid
82.756,4.725,bid
82.751,45.9969,bid
82.747,4.725,bid
82.743,120.770667,bid
82.742,0.0846,bid
82.74,41.046,bid
82.738,4.725,bid
82.729,4.725,bid
82.72,4.725,bid
82.711,4.725,bid
82.702,4.725,bid
82.697,4.104,bid
82.693,4.725,bid
82.688,40.995,bid
82.684,4.725,bid
82.676,7.54088,bid
82.675,4.725,bid
82.668,45.9969,bid
82.666,4.725,bid
82.657,4.725,bid
82.648,4.725,bid
82.639,4.725,bid
82.63,4.725,bid
82.621,4.725,bid
82.612,4.725,bid
82.61,0.725651,bid
82.605,1.61519,bid
82.603,4.725,bid
82.594,8.359598,bid
82.589,120.781005,bid
82.587,0.163706,bid
82.586,881.373646,bid
82.585,189.701875,bid
82.576,4.725,bid
82.569,79.426756,bid
82.567,4.725,bid
82.558,4.725,bid
82.551,60.0,bid
78.014,1.6453,ask
78.011,2.1937,ask
78.006,1.6453,ask
78.001,308.607047,ask
77.998,2.1937,ask
77.993,1.6453,ask
77.99,2.1937,ask
77.982,3.839,ask
77.973,1.6453,ask
77.972,2.1937,ask
77.964,1.6453,ask
77.961,2.1937,ask
77.955,1.6453,ask
77.952,2.1937,ask
77.942,3.839,ask
77.934,141.719276,ask
77.931,3.839,ask
77.926,4.371,ask
77.923,715.345404,ask
77.915,3.839,ask
77.914,81.110196,ask
77.904,3.839,ask
77.902,128.677878,ask
77.896,2.1937,ask
77.894,1.6453,ask
77.887,2.1937,ask
77.885,1.6453,ask
77.877,0.1188,ask
77.876,43.711,ask
77.872,2.1937,ask
77.87,1.6453,ask
77.869,44.608618,ask
77.861,527.203705,ask
77.859,3.839,ask
77.845,3.839,ask
77.841,35.429819,ask
77.839,0.1782,ask
77.837,3.839,ask
77.825,43.617,ask
77.824,3.839,ask
77.811,3.839,ask
77.802,77.473971,ask
77.789,3.839,ask
77.781,2.1937,ask
77.779,1.6453,ask
77.765,160.847348,ask
77.764,1.6453,ask
77.761,2.1937,ask
77.754,1.6453,ask
77.747,35.429819,ask
77.739,4.831255,bid
77.722,0.1188,bid
77.714,2.1937,bid
77.711,1.345238,bid
77.706,2.1937,bid
77.703,1.6453,bid
77.698,2.1937,bid
77.697,1.790539,bid
77.695,1.6453,bid
77.692,2.0,bid
77.691,2.0,bid
77.69,2.1937,bid
77.687,1.6453,bid
77.682,2.1937,bid
77.679,1.6453,bid
77.674,2.1937,bid
77.671,1.6453,bid
77.666,2.1937,bid
77.663,1.6453,bid
77.658,2.1937,bid
77.655,1.6453,bid
77.653,35.429819,bid
77.65,163.041048,bid
77.647,1.6453,bid
